hops,simple_graph_upper_bound,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,min_80_simple
12,4.472646546392435,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.883552935534104
13,4.421064083638726,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.7148310323458786
14,4.429417023831524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.02379664134736,97.45278097930536,97.40988071818919,97.24775847824044,96.95545103293811,96.93615187485906,92.6570959890679,92.54666679110939,92.53748844681236,90.26039922444441,86.60647762113341,86.43060040171366,85.91632550641648,85.57418559450066,85.53588182876466,85.5100824601983,85.47690009156457,85.47690009156457,85.47515527802595,85.37953280427227,2.5629201756042304
15,4.39091697715942,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.3179034652502,98.74888998489209,98.69624781507727,96.6963025518945,96.31350658968896,88.01753411547732,87.64045886010447,87.40235891278527,87.36282970439122,86.90040429194686,86.09663860868356,70.28314744653954,70.25421785813595,70.20208001693712,69.96838085130886,68.23795197149532,66.7962010968686,66.66210553705415,65.24942359692217,65.23871102624764,62.03324030243276,61.96828546144239,61.93452144585433,59.62535894612219,55.47445115303271,55.350174650102645,54.810558308464856,54.658044060564485,54.59836191840519,54.59405853463706,54.59303295845342,54.59303295845342,54.59215874952081,54.518832504547994,2.4210252995485004
16,4.3808256205481335,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.84601492597893,94.63335228803754,94.15335653490409,94.10877205033637,91.66117455838405,91.01595351272253,77.84463317379162,77.80959913277158,77.78157540669835,77.68538482746779,76.6315388688201,76.5273585598186,76.42862097255336,76.24879353239676,76.17916552128159,73.82260159489896,73.81685783304988,73.73702927268536,71.71105733282897,67.56024607537226,67.35153508239961,67.02888169713556,66.9467031744821,66.92292922665413,66.90680241021616,66.85692853270899,66.85692853270899,66.85528257505379,66.81477533183876,2.3424535233199344
17,4.365427113451883,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.94454230821381,95.79302682190111,94.07921204436457,93.76724348418735,93.72037809474841,93.4538195404334,91.76334656716021,91.76329514257326,90.63449753073671,81.46032600758105,80.60487090024338,79.69544869967629,79.6583903104374,79.62094425986263,79.57305148470189,79.19043224642473,79.15111400134663,78.80800333961818,77.48583387439437,77.37696899244315,74.67853114977733,74.67713773780899,74.67713773780899,74.59241273369987,74.55717318070411,72.82266628123959,71.75174654142549,71.73674901746963,70.33230231541398,70.19366479383336,65.9498478212999,65.85482631649474,64.91398614826701,64.90795903505466,62.98730641765505,62.43249617729584,54.13180851091956,54.12243284899106,54.1203717198319,54.050131257251266,53.02884175900794,52.85916544199273,52.77448099357609,52.510440737341185,52.46772858132334,49.92282682861222,49.91965320762473,49.88422028186039,48.2345138068897,45.10469396375009,44.98334451562362,44.64907719243416,44.58607464470071,44.5476497828648,44.54467699346906,44.52369538524709,44.52369538524709,44.521686586883874,44.47932079179303,2.1630933429293617
18,4.337730481888584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.56634014580408,96.49236483794076,94.6915763766534,94.26611741299261,92.75827336124313,92.66384129404824,90.09844330589895,89.09455148069411,88.94162990268656,87.9324780942361,83.78502494651075,83.01997263611875,82.1237966273847,77.75030826613299,77.19248908178359,76.8443624725451,74.52064505160621,71.6531299908428,71.07150055349712,70.85204343548091,70.81781750385495,69.68096794260127,68.05796171912779,68.05792159839073,67.62912565883788,55.60676013058306,54.520657360338305,54.20290032697062,54.17652392777641,54.148297915801955,53.98708111301432,52.88396793055552,52.86122821067911,52.423127981307914,50.68343047473663,50.02362416577666,47.321263006193234,47.317699857978596,47.317699857978596,47.27850431177062,47.23484434430883,45.48200594580539,44.89342398097297,44.8544238212613,43.64646331281668,43.48784034935877,40.4023016079692,40.18964716011419,39.20820867631404,39.17004492452843,38.13504825138611,37.59529784890081,32.09689709835533,32.079414789195454,32.06988335158398,32.06988335158398,30.895437484610106,30.82426763334335,30.734149300825607,30.40430302553316,30.38629208237029,28.578314818663777,28.523318300493706,28.498733891302006,27.126684933819117,23.854323984365934,23.781763455283954,23.544371632042616,23.40284424626233,23.331030904478688,23.323885195193625,23.29162176522415,23.29162176522415,23.289142815723316,23.02145559734447,2.0733045660396634
19,4.3265629635355305,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.00282812672161,83.1081828786633,82.31516787492872,82.04665503486919,81.00712931974684,80.85649556245232,79.5108127787323,78.53442843571642,78.42247601856177,77.28430831818729,75.37419001515435,74.71926455542473,74.05211629340263,70.15141777221218,69.71040511113259,68.35097710787329,66.05553532927105,61.31407644149989,60.21800272228369,59.87272093336843,59.8389627053678,59.68222489309484,58.68920195899384,58.68800060177129,58.54804385167301,45.20018436755999,44.597621523359386,43.81357160655009,43.790220653476354,43.77780041583306,43.609502832969554,43.4014469713256,43.37079519837178,43.16776754575398,42.361803316750276,42.20007807050213,40.23242808403312,40.22618569453545,40.22618569453545,40.18206020544581,40.15104328051443,39.601638274100615,38.78354567284312,38.770800545029665,37.76314995213843,37.578424365865544,34.45465937284581,34.168500892526986,34.13524987267236,34.09710985473801,32.9270055036205,32.51072595302853,26.770803679043222,26.759542696791442,26.742680357736408,26.631908910296332,26.111128686292425,25.978180827085495,25.910819420023913,25.732098745722627,25.710776262075477,24.044916133125522,24.04010244791573,24.023413007890557,23.024607991622446,20.92059568921589,20.761707268243182,20.50520305353252,20.471310028788633,20.398067523762798,20.328468273909433,20.281216277724898,20.281216277724898,20.28000676774226,20.250812658241504,1.9743120659141338
20,4.325203713721855,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.5041400065999,80.24484564308754,77.91716028975628,77.78953197875883,75.72191772305345,62.383154705327414,60.4800169278823,58.9468377780179,58.786028136301866,57.899530863935624,57.807953842961815,56.4188374298217,55.757654612743224,55.597452608408176,54.321748816497646,53.128619801187085,52.196942171828496,51.57367935423768,50.36078000687892,50.10333398434223,48.481311047474954,47.216339256787926,45.17882044776131,44.65187375689236,44.45360238958017,44.374875227664866,44.2223819716686,42.81621307834608,42.81588623169004,42.615574064489586,37.119857890818885,36.45706540008625,36.06611501810804,36.05612843146767,36.022061676109715,35.98726348212686,35.78922802970127,35.766006691377854,35.51033487280441,33.99150190661478,33.924256098456425,32.43695324331355,32.43365238355084,32.43365238355084,32.380937090248146,32.31505599867181,30.86295387537674,30.50966361778173,30.49435433034282,29.77145668293758,29.624395987022638,27.59765422345877,27.4752825544576,27.037363408452496,27.01444779254435,26.695795475099377,26.34404051369614,22.716013268065694,22.706172057003123,22.673958965199112,22.645908492541057,22.223593999163775,22.150715453908916,22.07261010874632,21.875985773199346,21.8497734361818,20.814915107089803,20.807313232400382,20.766773663206795,19.799111330243793,17.542267877418944,17.40495850918954,17.289234745728457,17.259984847143194,17.2185708755248,17.21231293568977,17.211385815218915,17.211385815218915,17.208711964182797,17.188365622639054,1.8562143216792062
21,4.319094513118999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.11504331635248,67.10138842655918,65.9401009042671,65.82438812381534,63.95241128814167,53.4172207874473,51.38390857319099,50.14919067642874,50.02708099282482,48.90089374755199,48.84030997395494,48.082542348411764,47.30691373166255,47.12363902690032,46.130453966493455,44.96198700507846,44.487188269541505,44.0085316033763,41.44946135181215,41.04897532568508,40.57169650027128,38.900767116465076,36.707090726870234,36.24261842160888,36.037877084432004,35.99033895592568,35.81341254912596,35.12135910402136,35.121346402738084,34.79316060015952,31.175494568729164,30.880800217351876,30.48000708811952,30.460545600530946,30.435726135503394,30.288764368041985,30.046351866876112,30.023611088641204,29.866985511211265,28.76480747700477,28.31340314409853,26.78231295553806,26.780996573092956,26.780715919654604,26.718581194437977,26.685956994967036,26.004593658976994,25.48966642405065,25.47822735538221,24.86301205782187,24.677485466277826,22.590932939627837,22.41405223796409,22.39498181515933,22.379203292466478,21.557800387463377,21.283785232382158,18.763925875569573,18.75070271547891,18.742733187909533,18.707278308735336,18.031449608552993,17.989793505470487,17.92525299932486,17.81320724629713,17.77851088213403,16.74117518631139,16.736114224637344,16.7278052822762,15.678544595787567,13.845764058124264,13.78564214042576,13.671086736213605,13.653383288511051,13.636857795982113,13.631458322132996,13.628137465501307,13.627083480050304,13.62506139072405,13.612333994325223,1.7723233528222855
22,4.317936545304645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.0413495498752,75.49634142719566,73.97762701875693,73.8683884481136,72.24443756891904,58.833718833253954,56.743605562541454,54.878280804972825,54.66224318123067,51.9503903928871,51.8320817106292,49.87584604911562,49.29613237941156,49.00272558875529,48.18637318084629,46.20170264420575,45.58448618077154,45.1052634705076,43.502528890083404,43.17142662046931,43.00125945902079,39.86491488530106,36.9111644789163,36.58178575658023,36.33834033838168,36.29601120289333,36.174883247787626,35.25912425815287,35.259086985749335,33.9946573828846,28.783939772547477,28.507781541065633,28.154324496460244,28.12892411244164,28.119910480744057,28.008885306227192,27.800300212755356,27.77035359812488,27.576050148560174,27.12813610960413,26.964337465949225,25.671269889227528,25.662369490510684,25.662369490510684,25.567791305917712,25.540087112193138,24.8701602298098,24.30292303691038,24.29532508930809,23.820316214640673,23.675011130735808,20.176166833432735,19.922510333033262,19.907689884878295,19.8957183839482,19.412775290221965,19.264398045719325,17.503718846578753,17.497759797338915,17.481655033496978,17.481655033496978,17.212762446734484,17.16919999647086,17.109060056052986,16.937601461728566,16.91765247652353,16.240368341566036,16.232827845929712,16.20506986890399,15.630517925769942,14.400793467981583,14.360708521396008,14.25016476012437,14.226668867113007,14.168766711577438,14.164542184137522,14.162552617457402,14.162073769179736,14.16066042138563,14.147199323911947,1.7163328264166373
23,4.305353363332658,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.742287231862,99.5826646497491,56.26495511186219,55.14238383329513,53.65518291465241,53.55763909450676,52.39870979700091,39.97962646892499,38.25048676500478,36.954990765502096,36.74373089832521,35.5207275111323,35.484225187562735,34.72691385525141,34.1800895329015,33.97453169567529,33.31310884828936,32.972211799087205,32.44959420085383,32.012943106934436,30.79863331450485,30.45959733548022,30.215319213841738,28.845515073845142,27.40419096553288,27.152709113153005,26.990382042961723,26.955507084058123,26.91300982094888,26.276447368740286,26.276101035346887,25.76217569622634,23.407746754443977,23.0029713061841,22.534851444838708,22.4315614852383,22.41085194917676,22.27091131775926,22.094884278791426,22.065804603157666,21.88120144902035,21.513943310175357,21.38903843717148,20.31114699176224,20.308463258429054,20.308463258429054,20.29512554127255,20.26799238985276,19.309644857373982,19.07941406352851,19.063615988561654,18.492328743673266,18.364355489342454,17.20243842012083,17.13923312161518,17.125029315097006,17.117010757882575,16.945201028049414,16.774903724719195,14.743601573680909,14.736828378131595,14.725047653048954,14.725047653048954,14.378237929096862,14.290513472325863,14.240260389148824,14.118138423073932,14.105445838453715,13.406964523728872,13.398768050457022,13.375230366383557,12.79406364492698,11.58953951846725,11.51292221694008,11.279388300655208,11.233665217469495,11.218543148088013,11.214549201661242,11.214160383415326,11.214160383415326,11.213053743752406,11.200729063888858,1.6180908197971633
24,4.294127291434479,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.39939649687511,95.04135533063386,94.79634660508415,52.165318435562064,51.321104322147164,49.924539310980926,49.860249666083725,48.28459578792423,38.302674560271406,36.687102230599756,35.69220389572013,35.56462190533464,34.48341509290511,34.40374283653161,33.157628374940394,32.618536881936755,32.46396964427258,31.91484234619138,31.632677783157934,31.154658028691607,30.666900206093455,28.68786060567297,28.48384082560278,28.07342126818705,26.5642354668308,25.353970119158504,25.10044006297828,24.919728460819375,24.8798416983562,24.859418599635607,24.235725435633082,24.235653249902313,23.842884100134956,21.387095811504505,21.188785164284823,20.84349922147981,20.84317481981418,20.816260326312523,20.783604157434304,20.532648732987884,20.504922742459545,20.308902517888914,20.03682503365451,19.957838376917113,19.11660796095929,19.115129608178762,19.115129608178762,19.08643178961948,19.068391059806395,18.09582465705908,17.821449513304653,17.81295590473339,17.274912142444553,17.111939640891762,16.402509745987643,16.356039140505576,16.344348213726324,16.341826646631834,16.15418496306623,16.004824787486072,14.422198829125575,14.415564077766865,14.410587260113177,14.370208524733027,14.062533254949134,14.000241823659247,13.966393627680416,13.863782644084399,13.847896790290537,13.228627742572852,13.223900757013375,13.189138681221337,12.37671270558273,10.5254702169043,10.479753035838351,10.34777429814637,10.320156490979729,10.273801923326937,10.270443834520472,10.259604234265408,10.258795226088365,10.25807929473431,10.243545585710798,1.555941946939622
25,4.291863581501557,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.87121241195992,95.41705773052317,94.94220365258117,92.31306969939541,90.45643390658063,90.28677599774414,48.43920218819042,47.798263770666004,46.614430403040764,46.552908251781524,45.45831178903067,37.174768910807735,35.781643655807805,35.269161001711865,35.124346312597574,34.089846377692034,34.04483303367849,33.06418281604606,32.50063720913473,32.328681314882644,31.671717998165867,31.313922585118615,30.90006389071003,30.491336658059133,28.763695813995557,28.5177358237533,27.864433316548045,26.457500188863275,25.306627235641887,25.047676818876266,24.950681907231452,24.9254470944059,24.757302925570283,24.153184505138896,24.153015415381475,23.787271325433906,20.05216172408338,19.84517224717492,19.63667179577568,19.626622487034712,19.60589126689092,19.54552962990512,19.399787527467105,19.372301358787638,19.221499524274563,18.697073207685012,18.626330407180046,17.855471148567787,17.85293891612461,17.85254725934341,17.827782309647503,17.800291415806896,17.108198407670173,16.809718739591645,16.80280854462932,16.33921728068021,16.17701758116123,13.693358061254012,13.418213734104743,13.404996733391032,13.393594341639485,13.264766517145162,13.120189666394472,11.916626462024759,11.912694671982415,11.900367904511747,11.874715711407363,11.604428895697964,11.552401835175033,11.527751780825904,11.439033469473966,11.402175469169382,10.874486287940844,10.870737023694579,10.852640583842906,10.242489092785457,8.74685900328078,8.680325679679536,8.459802254667908,8.437372647999736,8.407072682256853,8.401430110449617,8.393011058543287,8.391772079214784,8.390838195651254,8.382622714828713,1.5012624329346116
